id,name,ic_number,school_id,form_level,class_name,kodkaum,jantina,phone,parent_phone,address,is_target_student
684,"Ahmad Bin Ali",051624567890,16,5,"5 Bestari",M,L,012-0000684,019-1000684,"Alamat Murid 684",true
685,"Siti Binti Ahmad",051625567890,16,5,"5 Bestari",M,P,012-0000685,019-1000685,"Alamat Murid 685",true
686,"Tan Kar Wai",051626567890,16,5,"5 Bestari",C,L,012-0000686,019-1000686,"Alamat Murid 686",true
687,"Wong Li Ying",051627567890,16,5,"5 Bestari",C,P,012-0000687,019-1000687,"Alamat Murid 687",true
688,"Kumar A/L Raj",051628567890,16,5,"5 Bestari",I,L,012-0000688,019-1000688,"Alamat Murid 688",true
689,"Michelle Wilson",051629567890,16,5,"5 Bestari",L,P,012-0000689,019-1000689,"Alamat Murid 689",true
690,"Ahmad Bin Abdullah",051630567890,16,5,"5 Bestari",M,L,012-0000690,019-1000690,"Alamat Murid 690",true
691,"Siti Binti Hassan",051631567890,16,5,"5 Bestari",M,P,012-0000691,019-1000691,"Alamat Murid 691",true
692,"Ahmad Bin Omar",051632567890,16,5,"5 Bestari",M,L,012-0000692,019-1000692,"Alamat Murid 692",true
693,"Siti Binti Rahman",051633567890,16,5,"5 Bestari",M,P,012-0000693,019-1000693,"Alamat Murid 693",true
694,"Ahmad Bin Ali",051634567890,16,5,"5 Cemerlang",M,L,012-0000694,019-1000694,"Alamat Murid 694",true
695,"Siti Binti Ahmad",051635567890,16,5,"5 Cemerlang",M,P,012-0000695,019-1000695,"Alamat Murid 695",true
696,"Tan Kar Wai",051636567890,16,5,"5 Cemerlang",C,L,012-0000696,019-1000696,"Alamat Murid 696",true
697,"Wong Li Ying",051637567890,16,5,"5 Cemerlang",C,P,012-0000697,019-1000697,"Alamat Murid 697",true
698,"Kumar A/L Raj",051638567890,16,5,"5 Cemerlang",I,L,012-0000698,019-1000698,"Alamat Murid 698",true
699,"Michelle Wilson",051639567890,16,5,"5 Cemerlang",L,P,012-0000699,019-1000699,"Alamat Murid 699",true
700,"Ahmad Bin Abdullah",051640567890,16,5,"5 Cemerlang",M,L,012-0000700,019-1000700,"Alamat Murid 700",true
701,"Siti Binti Hassan",051641567890,16,5,"5 Cemerlang",M,P,012-0000701,019-1000701,"Alamat Murid 701",true
702,"Ahmad Bin Omar",051642567890,16,5,"5 Cemerlang",M,L,012-0000702,019-1000702,"Alamat Murid 702",true
703,"Siti Binti Rahman",051643567890,16,5,"5 Cemerlang",M,P,012-0000703,019-1000703,"Alamat Murid 703",true
704,"Ahmad Bin Ali",051644567890,16,5,"5 Cemerlang",M,L,012-0000704,019-1000704,"Alamat Murid 704",true
705,"Siti Binti Hassan",051701567890,17,4,"4 Bestari",M,P,012-0000705,019-1000705,"Alamat Murid 705",true
706,"Ahmad Bin Omar",051702567890,17,4,"4 Bestari",M,L,012-0000706,019-1000706,"Alamat Murid 706",true
707,"Siti Binti Rahman",051703567890,17,4,"4 Bestari",M,P,012-0000707,019-1000707,"Alamat Murid 707",true
708,"Ahmad Bin Ali",051704567890,17,4,"4 Bestari",M,L,012-0000708,019-1000708,"Alamat Murid 708",true
709,"Siti Binti Ahmad",051705567890,17,4,"4 Bestari",M,P,012-0000709,019-1000709,"Alamat Murid 709",true
710,"Tan Kar Wai",051706567890,17,4,"4 Bestari",C,L,012-0000710,019-1000710,"Alamat Murid 710",true
711,"Wong Li Ying",051707567890,17,4,"4 Bestari",C,P,012-0000711,019-1000711,"Alamat Murid 711",true
712,"Kumar A/L Raj",051708567890,17,4,"4 Bestari",I,L,012-0000712,019-1000712,"Alamat Murid 712",true
713,"Michelle Wilson",051709567890,17,4,"4 Bestari",L,P,012-0000713,019-1000713,"Alamat Murid 713",true
714,"Ahmad Bin Abdullah",051710567890,17,4,"4 Bestari",M,L,012-0000714,019-1000714,"Alamat Murid 714",true
715,"Siti Binti Hassan",051711567890,17,4,"4 Bestari",M,P,012-0000715,019-1000715,"Alamat Murid 715",true
716,"Ahmad Bin Omar",051712567890,17,4,"4 Cemerlang",M,L,012-0000716,019-1000716,"Alamat Murid 716",true
717,"Siti Binti Rahman",051713567890,17,4,"4 Cemerlang",M,P,012-0000717,019-1000717,"Alamat Murid 717",true
718,"Ahmad Bin Ali",051714567890,17,4,"4 Cemerlang",M,L,012-0000718,019-1000718,"Alamat Murid 718",true
719,"Siti Binti Ahmad",051715567890,17,4,"4 Cemerlang",M,P,012-0000719,019-1000719,"Alamat Murid 719",true
720,"Tan Kar Wai",051716567890,17,4,"4 Cemerlang",C,L,012-0000720,019-1000720,"Alamat Murid 720",true
721,"Wong Li Ying",051717567890,17,4,"4 Cemerlang",C,P,012-0000721,019-1000721,"Alamat Murid 721",true
722,"Kumar A/L Raj",051718567890,17,4,"4 Cemerlang",I,L,012-0000722,019-1000722,"Alamat Murid 722",true
723,"Michelle Wilson",051719567890,17,4,"4 Cemerlang",L,P,012-0000723,019-1000723,"Alamat Murid 723",true
724,"Ahmad Bin Abdullah",051720567890,17,4,"4 Cemerlang",M,L,012-0000724,019-1000724,"Alamat Murid 724",true
725,"Siti Binti Hassan",051721567890,17,4,"4 Cemerlang",M,P,012-0000725,019-1000725,"Alamat Murid 725",true
726,"Ahmad Bin Omar",051722567890,17,4,"4 Cemerlang",M,L,012-0000726,019-1000726,"Alamat Murid 726",true
727,"Siti Binti Rahman",051723567890,17,5,"5 Bestari",M,P,012-0000727,019-1000727,"Alamat Murid 727",true
728,"Ahmad Bin Ali",051724567890,17,5,"5 Bestari",M,L,012-0000728,019-1000728,"Alamat Murid 728",true
729,"Siti Binti Ahmad",051725567890,17,5,"5 Bestari",M,P,012-0000729,019-1000729,"Alamat Murid 729",true
730,"Tan Kar Wai",051726567890,17,5,"5 Bestari",C,L,012-0000730,019-1000730,"Alamat Murid 730",true
731,"Wong Li Ying",051727567890,17,5,"5 Bestari",C,P,012-0000731,019-1000731,"Alamat Murid 731",true
732,"Kumar A/L Raj",051728567890,17,5,"5 Bestari",I,L,012-0000732,019-1000732,"Alamat Murid 732",true
733,"Michelle Wilson",051729567890,17,5,"5 Bestari",L,P,012-0000733,019-1000733,"Alamat Murid 733",true
734,"Ahmad Bin Abdullah",051730567890,17,5,"5 Bestari",M,L,012-0000734,019-1000734,"Alamat Murid 734",true
735,"Siti Binti Hassan",051731567890,17,5,"5 Bestari",M,P,012-0000735,019-1000735,"Alamat Murid 735",true
736,"Ahmad Bin Omar",051732567890,17,5,"5 Bestari",M,L,012-0000736,019-1000736,"Alamat Murid 736",true
737,"Siti Binti Rahman",051733567890,17,5,"5 Bestari",M,P,012-0000737,019-1000737,"Alamat Murid 737",true
738,"Ahmad Bin Ali",051734567890,17,5,"5 Cemerlang",M,L,012-0000738,019-1000738,"Alamat Murid 738",true
739,"Siti Binti Ahmad",051735567890,17,5,"5 Cemerlang",M,P,012-0000739,019-1000739,"Alamat Murid 739",true
740,"Tan Kar Wai",051736567890,17,5,"5 Cemerlang",C,L,012-0000740,019-1000740,"Alamat Murid 740",true
741,"Wong Li Ying",051737567890,17,5,"5 Cemerlang",C,P,012-0000741,019-1000741,"Alamat Murid 741",true
742,"Kumar A/L Raj",051738567890,17,5,"5 Cemerlang",I,L,012-0000742,019-1000742,"Alamat Murid 742",true
743,"Michelle Wilson",051739567890,17,5,"5 Cemerlang",L,P,012-0000743,019-1000743,"Alamat Murid 743",true
744,"Ahmad Bin Abdullah",051740567890,17,5,"5 Cemerlang",M,L,012-0000744,019-1000744,"Alamat Murid 744",true
745,"Siti Binti Hassan",051741567890,17,5,"5 Cemerlang",M,P,012-0000745,019-1000745,"Alamat Murid 745",true
746,"Ahmad Bin Omar",051742567890,17,5,"5 Cemerlang",M,L,012-0000746,019-1000746,"Alamat Murid 746",true
747,"Siti Binti Rahman",051743567890,17,5,"5 Cemerlang",M,P,012-0000747,019-1000747,"Alamat Murid 747",true
748,"Ahmad Bin Ali",051744567890,17,5,"5 Cemerlang",M,L,012-0000748,019-1000748,"Alamat Murid 748",true
749,"Siti Binti Hassan",051801567890,18,4,"4 Bestari",M,P,012-0000749,019-1000749,"Alamat Murid 749",true
750,"Ahmad Bin Omar",051802567890,18,4,"4 Bestari",M,L,012-0000750,019-1000750,"Alamat Murid 750",true
751,"Siti Binti Rahman",051803567890,18,4,"4 Bestari",M,P,012-0000751,019-1000751,"Alamat Murid 751",true
752,"Ahmad Bin Ali",051804567890,18,4,"4 Bestari",M,L,012-0000752,019-1000752,"Alamat Murid 752",true
753,"Siti Binti Ahmad",051805567890,18,4,"4 Bestari",M,P,012-0000753,019-1000753,"Alamat Murid 753",true
754,"Tan Kar Wai",051806567890,18,4,"4 Bestari",C,L,012-0000754,019-1000754,"Alamat Murid 754",true
755,"Wong Li Ying",051807567890,18,4,"4 Bestari",C,P,012-0000755,019-1000755,"Alamat Murid 755",true
756,"Kumar A/L Raj",051808567890,18,4,"4 Bestari",I,L,012-0000756,019-1000756,"Alamat Murid 756",true
757,"Michelle Wilson",051809567890,18,4,"4 Bestari",L,P,012-0000757,019-1000757,"Alamat Murid 757",true
758,"Ahmad Bin Abdullah",051810567890,18,4,"4 Bestari",M,L,012-0000758,019-1000758,"Alamat Murid 758",true
759,"Siti Binti Hassan",051811567890,18,4,"4 Bestari",M,P,012-0000759,019-1000759,"Alamat Murid 759",true
760,"Ahmad Bin Omar",051812567890,18,4,"4 Cemerlang",M,L,012-0000760,019-1000760,"Alamat Murid 760",true
761,"Siti Binti Rahman",051813567890,18,4,"4 Cemerlang",M,P,012-0000761,019-1000761,"Alamat Murid 761",true
762,"Ahmad Bin Ali",051814567890,18,4,"4 Cemerlang",M,L,012-0000762,019-1000762,"Alamat Murid 762",true
763,"Siti Binti Ahmad",051815567890,18,4,"4 Cemerlang",M,P,012-0000763,019-1000763,"Alamat Murid 763",true
764,"Tan Kar Wai",051816567890,18,4,"4 Cemerlang",C,L,012-0000764,019-1000764,"Alamat Murid 764",true
765,"Wong Li Ying",051817567890,18,4,"4 Cemerlang",C,P,012-0000765,019-1000765,"Alamat Murid 765",true
766,"Kumar A/L Raj",051818567890,18,4,"4 Cemerlang",I,L,012-0000766,019-1000766,"Alamat Murid 766",true
767,"Michelle Wilson",051819567890,18,4,"4 Cemerlang",L,P,012-0000767,019-1000767,"Alamat Murid 767",true
768,"Ahmad Bin Abdullah",051820567890,18,4,"4 Cemerlang",M,L,012-0000768,019-1000768,"Alamat Murid 768",true
769,"Siti Binti Hassan",051821567890,18,4,"4 Cemerlang",M,P,012-0000769,019-1000769,"Alamat Murid 769",true
770,"Ahmad Bin Omar",051822567890,18,4,"4 Cemerlang",M,L,012-0000770,019-1000770,"Alamat Murid 770",true
771,"Siti Binti Rahman",051823567890,18,5,"5 Bestari",M,P,012-0000771,019-1000771,"Alamat Murid 771",true
772,"Ahmad Bin Ali",051824567890,18,5,"5 Bestari",M,L,012-0000772,019-1000772,"Alamat Murid 772",true
773,"Siti Binti Ahmad",051825567890,18,5,"5 Bestari",M,P,012-0000773,019-1000773,"Alamat Murid 773",true
774,"Tan Kar Wai",051826567890,18,5,"5 Bestari",C,L,012-0000774,019-1000774,"Alamat Murid 774",true
775,"Wong Li Ying",051827567890,18,5,"5 Bestari",C,P,012-0000775,019-1000775,"Alamat Murid 775",true
776,"Kumar A/L Raj",051828567890,18,5,"5 Bestari",I,L,012-0000776,019-1000776,"Alamat Murid 776",true
777,"Michelle Wilson",051829567890,18,5,"5 Bestari",L,P,012-0000777,019-1000777,"Alamat Murid 777",true
778,"Ahmad Bin Abdullah",051830567890,18,5,"5 Bestari",M,L,012-0000778,019-1000778,"Alamat Murid 778",true
779,"Siti Binti Hassan",051831567890,18,5,"5 Bestari",M,P,012-0000779,019-1000779,"Alamat Murid 779",true
780,"Ahmad Bin Omar",051832567890,18,5,"5 Bestari",M,L,012-0000780,019-1000780,"Alamat Murid 780",true
781,"Siti Binti Rahman",051833567890,18,5,"5 Bestari",M,P,012-0000781,019-1000781,"Alamat Murid 781",true
782,"Ahmad Bin Ali",051834567890,18,5,"5 Cemerlang",M,L,012-0000782,019-1000782,"Alamat Murid 782",true
783,"Siti Binti Ahmad",051835567890,18,5,"5 Cemerlang",M,P,012-0000783,019-1000783,"Alamat Murid 783",true
784,"Tan Kar Wai",051836567890,18,5,"5 Cemerlang",C,L,012-0000784,019-1000784,"Alamat Murid 784",true
785,"Wong Li Ying",051837567890,18,5,"5 Cemerlang",C,P,012-0000785,019-1000785,"Alamat Murid 785",true
786,"Kumar A/L Raj",051838567890,18,5,"5 Cemerlang",I,L,012-0000786,019-1000786,"Alamat Murid 786",true
787,"Michelle Wilson",051839567890,18,5,"5 Cemerlang",L,P,012-0000787,019-1000787,"Alamat Murid 787",true
788,"Ahmad Bin Abdullah",051840567890,18,5,"5 Cemerlang",M,L,012-0000788,019-1000788,"Alamat Murid 788",true
789,"Siti Binti Hassan",051841567890,18,5,"5 Cemerlang",M,P,012-0000789,019-1000789,"Alamat Murid 789",true
790,"Ahmad Bin Omar",051842567890,18,5,"5 Cemerlang",M,L,012-0000790,019-1000790,"Alamat Murid 790",true
791,"Siti Binti Rahman",051843567890,18,5,"5 Cemerlang",M,P,012-0000791,019-1000791,"Alamat Murid 791",true
792,"Ahmad Bin Ali",051844567890,18,5,"5 Cemerlang",M,L,012-0000792,019-1000792,"Alamat Murid 792",true
793,"Siti Binti Hassan",051901567890,19,4,"4 Bestari",M,P,012-0000793,019-1000793,"Alamat Murid 793",true
794,"Ahmad Bin Omar",051902567890,19,4,"4 Bestari",M,L,012-0000794,019-1000794,"Alamat Murid 794",true
795,"Siti Binti Rahman",051903567890,19,4,"4 Bestari",M,P,012-0000795,019-1000795,"Alamat Murid 795",true
796,"Ahmad Bin Ali",051904567890,19,4,"4 Bestari",M,L,012-0000796,019-1000796,"Alamat Murid 796",true
797,"Siti Binti Ahmad",051905567890,19,4,"4 Bestari",M,P,012-0000797,019-1000797,"Alamat Murid 797",true
798,"Tan Kar Wai",051906567890,19,4,"4 Bestari",C,L,012-0000798,019-1000798,"Alamat Murid 798",true
799,"Wong Li Ying",051907567890,19,4,"4 Bestari",C,P,012-0000799,019-1000799,"Alamat Murid 799",true
800,"Kumar A/L Raj",051908567890,19,4,"4 Bestari",I,L,012-0000800,019-1000800,"Alamat Murid 800",true
801,"Michelle Wilson",051909567890,19,4,"4 Bestari",L,P,012-0000801,019-1000801,"Alamat Murid 801",true
802,"Ahmad Bin Abdullah",051910567890,19,4,"4 Bestari",M,L,012-0000802,019-1000802,"Alamat Murid 802",true
803,"Siti Binti Hassan",051911567890,19,4,"4 Bestari",M,P,012-0000803,019-1000803,"Alamat Murid 803",true
804,"Ahmad Bin Omar",051912567890,19,4,"4 Cemerlang",M,L,012-0000804,019-1000804,"Alamat Murid 804",true
805,"Siti Binti Rahman",051913567890,19,4,"4 Cemerlang",M,P,012-0000805,019-1000805,"Alamat Murid 805",true
806,"Ahmad Bin Ali",051914567890,19,4,"4 Cemerlang",M,L,012-0000806,019-1000806,"Alamat Murid 806",true
807,"Siti Binti Ahmad",051915567890,19,4,"4 Cemerlang",M,P,012-0000807,019-1000807,"Alamat Murid 807",true
808,"Tan Kar Wai",051916567890,19,4,"4 Cemerlang",C,L,012-0000808,019-1000808,"Alamat Murid 808",true
809,"Wong Li Ying",051917567890,19,4,"4 Cemerlang",C,P,012-0000809,019-1000809,"Alamat Murid 809",true
810,"Kumar A/L Raj",051918567890,19,4,"4 Cemerlang",I,L,012-0000810,019-1000810,"Alamat Murid 810",true
811,"Michelle Wilson",051919567890,19,4,"4 Cemerlang",L,P,012-0000811,019-1000811,"Alamat Murid 811",true
812,"Ahmad Bin Abdullah",051920567890,19,4,"4 Cemerlang",M,L,012-0000812,019-1000812,"Alamat Murid 812",true
813,"Siti Binti Hassan",051921567890,19,4,"4 Cemerlang",M,P,012-0000813,019-1000813,"Alamat Murid 813",true
814,"Ahmad Bin Omar",051922567890,19,4,"4 Cemerlang",M,L,012-0000814,019-1000814,"Alamat Murid 814",true
815,"Siti Binti Rahman",051923567890,19,5,"5 Bestari",M,P,012-0000815,019-1000815,"Alamat Murid 815",true
816,"Ahmad Bin Ali",051924567890,19,5,"5 Bestari",M,L,012-0000816,019-1000816,"Alamat Murid 816",true
817,"Siti Binti Ahmad",051925567890,19,5,"5 Bestari",M,P,012-0000817,019-1000817,"Alamat Murid 817",true
818,"Tan Kar Wai",051926567890,19,5,"5 Bestari",C,L,012-0000818,019-1000818,"Alamat Murid 818",true
819,"Wong Li Ying",051927567890,19,5,"5 Bestari",C,P,012-0000819,019-1000819,"Alamat Murid 819",true
820,"Kumar A/L Raj",051928567890,19,5,"5 Bestari",I,L,012-0000820,019-1000820,"Alamat Murid 820",true
821,"Michelle Wilson",051929567890,19,5,"5 Bestari",L,P,012-0000821,019-1000821,"Alamat Murid 821",true
822,"Ahmad Bin Abdullah",051930567890,19,5,"5 Bestari",M,L,012-0000822,019-1000822,"Alamat Murid 822",true
823,"Siti Binti Hassan",051931567890,19,5,"5 Bestari",M,P,012-0000823,019-1000823,"Alamat Murid 823",true
824,"Ahmad Bin Omar",051932567890,19,5,"5 Bestari",M,L,012-0000824,019-1000824,"Alamat Murid 824",true
825,"Siti Binti Rahman",051933567890,19,5,"5 Bestari",M,P,012-0000825,019-1000825,"Alamat Murid 825",true
826,"Ahmad Bin Ali",051934567890,19,5,"5 Cemerlang",M,L,012-0000826,019-1000826,"Alamat Murid 826",true
827,"Siti Binti Ahmad",051935567890,19,5,"5 Cemerlang",M,P,012-0000827,019-1000827,"Alamat Murid 827",true
828,"Tan Kar Wai",051936567890,19,5,"5 Cemerlang",C,L,012-0000828,019-1000828,"Alamat Murid 828",true
829,"Wong Li Ying",051937567890,19,5,"5 Cemerlang",C,P,012-0000829,019-1000829,"Alamat Murid 829",true
830,"Kumar A/L Raj",051938567890,19,5,"5 Cemerlang",I,L,012-0000830,019-1000830,"Alamat Murid 830",true
831,"Michelle Wilson",051939567890,19,5,"5 Cemerlang",L,P,012-0000831,019-1000831,"Alamat Murid 831",true
832,"Ahmad Bin Abdullah",051940567890,19,5,"5 Cemerlang",M,L,012-0000832,019-1000832,"Alamat Murid 832",true
833,"Siti Binti Hassan",051941567890,19,5,"5 Cemerlang",M,P,012-0000833,019-1000833,"Alamat Murid 833",true
834,"Ahmad Bin Omar",051942567890,19,5,"5 Cemerlang",M,L,012-0000834,019-1000834,"Alamat Murid 834",true
835,"Siti Binti Rahman",051943567890,19,5,"5 Cemerlang",M,P,012-0000835,019-1000835,"Alamat Murid 835",true
836,"Ahmad Bin Ali",051944567890,19,5,"5 Cemerlang",M,L,012-0000836,019-1000836,"Alamat Murid 836",true
837,"Siti Binti Hassan",052001567890,20,4,"4 Bestari",M,P,012-0000837,019-1000837,"Alamat Murid 837",true
838,"Ahmad Bin Omar",052002567890,20,4,"4 Bestari",M,L,012-0000838,019-1000838,"Alamat Murid 838",true
839,"Siti Binti Rahman",052003567890,20,4,"4 Bestari",M,P,012-0000839,019-1000839,"Alamat Murid 839",true
840,"Ahmad Bin Ali",052004567890,20,4,"4 Bestari",M,L,012-0000840,019-1000840,"Alamat Murid 840",true
841,"Siti Binti Ahmad",052005567890,20,4,"4 Bestari",M,P,012-0000841,019-1000841,"Alamat Murid 841",true
842,"Tan Kar Wai",052006567890,20,4,"4 Bestari",C,L,012-0000842,019-1000842,"Alamat Murid 842",true
843,"Wong Li Ying",052007567890,20,4,"4 Bestari",C,P,012-0000843,019-1000843,"Alamat Murid 843",true
844,"Kumar A/L Raj",052008567890,20,4,"4 Bestari",I,L,012-0000844,019-1000844,"Alamat Murid 844",true
845,"Michelle Wilson",052009567890,20,4,"4 Bestari",L,P,012-0000845,019-1000845,"Alamat Murid 845",true
846,"Ahmad Bin Abdullah",052010567890,20,4,"4 Bestari",M,L,012-0000846,019-1000846,"Alamat Murid 846",true
847,"Siti Binti Hassan",052011567890,20,4,"4 Bestari",M,P,012-0000847,019-1000847,"Alamat Murid 847",true
848,"Ahmad Bin Omar",052012567890,20,4,"4 Cemerlang",M,L,012-0000848,019-1000848,"Alamat Murid 848",true
849,"Siti Binti Rahman",052013567890,20,4,"4 Cemerlang",M,P,012-0000849,019-1000849,"Alamat Murid 849",true
850,"Ahmad Bin Ali",052014567890,20,4,"4 Cemerlang",M,L,012-0000850,019-1000850,"Alamat Murid 850",true
851,"Siti Binti Ahmad",052015567890,20,4,"4 Cemerlang",M,P,012-0000851,019-1000851,"Alamat Murid 851",true
852,"Tan Kar Wai",052016567890,20,4,"4 Cemerlang",C,L,012-0000852,019-1000852,"Alamat Murid 852",true
853,"Wong Li Ying",052017567890,20,4,"4 Cemerlang",C,P,012-0000853,019-1000853,"Alamat Murid 853",true
854,"Kumar A/L Raj",052018567890,20,4,"4 Cemerlang",I,L,012-0000854,019-1000854,"Alamat Murid 854",true
855,"Michelle Wilson",052019567890,20,4,"4 Cemerlang",L,P,012-0000855,019-1000855,"Alamat Murid 855",true
856,"Ahmad Bin Abdullah",052020567890,20,4,"4 Cemerlang",M,L,012-0000856,019-1000856,"Alamat Murid 856",true
857,"Siti Binti Hassan",052021567890,20,4,"4 Cemerlang",M,P,012-0000857,019-1000857,"Alamat Murid 857",true
858,"Ahmad Bin Omar",052022567890,20,4,"4 Cemerlang",M,L,012-0000858,019-1000858,"Alamat Murid 858",true
859,"Siti Binti Rahman",052023567890,20,5,"5 Bestari",M,P,012-0000859,019-1000859,"Alamat Murid 859",true
860,"Ahmad Bin Ali",052024567890,20,5,"5 Bestari",M,L,012-0000860,019-1000860,"Alamat Murid 860",true
861,"Siti Binti Ahmad",052025567890,20,5,"5 Bestari",M,P,012-0000861,019-1000861,"Alamat Murid 861",true
862,"Tan Kar Wai",052026567890,20,5,"5 Bestari",C,L,012-0000862,019-1000862,"Alamat Murid 862",true
863,"Wong Li Ying",052027567890,20,5,"5 Bestari",C,P,012-0000863,019-1000863,"Alamat Murid 863",true
864,"Kumar A/L Raj",052028567890,20,5,"5 Bestari",I,L,012-0000864,019-1000864,"Alamat Murid 864",true
865,"Michelle Wilson",052029567890,20,5,"5 Bestari",L,P,012-0000865,019-1000865,"Alamat Murid 865",true
866,"Ahmad Bin Abdullah",052030567890,20,5,"5 Bestari",M,L,012-0000866,019-1000866,"Alamat Murid 866",true
867,"Siti Binti Hassan",052031567890,20,5,"5 Bestari",M,P,012-0000867,019-1000867,"Alamat Murid 867",true
868,"Ahmad Bin Omar",052032567890,20,5,"5 Bestari",M,L,012-0000868,019-1000868,"Alamat Murid 868",true
869,"Siti Binti Rahman",052033567890,20,5,"5 Bestari",M,P,012-0000869,019-1000869,"Alamat Murid 869",true
870,"Ahmad Bin Ali",052034567890,20,5,"5 Cemerlang",M,L,012-0000870,019-1000870,"Alamat Murid 870",true
871,"Siti Binti Ahmad",052035567890,20,5,"5 Cemerlang",M,P,012-0000871,019-1000871,"Alamat Murid 871",true
872,"Tan Kar Wai",052036567890,20,5,"5 Cemerlang",C,L,012-0000872,019-1000872,"Alamat Murid 872",true
873,"Wong Li Ying",052037567890,20,5,"5 Cemerlang",C,P,012-0000873,019-1000873,"Alamat Murid 873",true
874,"Kumar A/L Raj",052038567890,20,5,"5 Cemerlang",I,L,012-0000874,019-1000874,"Alamat Murid 874",true
875,"Michelle Wilson",052039567890,20,5,"5 Cemerlang",L,P,012-0000875,019-1000875,"Alamat Murid 875",true
876,"Ahmad Bin Abdullah",052040567890,20,5,"5 Cemerlang",M,L,012-0000876,019-1000876,"Alamat Murid 876",true
877,"Siti Binti Hassan",052041567890,20,5,"5 Cemerlang",M,P,012-0000877,019-1000877,"Alamat Murid 877",true
878,"Ahmad Bin Omar",052042567890,20,5,"5 Cemerlang",M,L,012-0000878,019-1000878,"Alamat Murid 878",true
879,"Siti Binti Rahman",052043567890,20,5,"5 Cemerlang",M,P,012-0000879,019-1000879,"Alamat Murid 879",true
880,"Ahmad Bin Ali",052044567890,20,5,"5 Cemerlang",M,L,012-0000880,019-1000880,"Alamat Murid 880",true
